# id     r     g     b     a     n  description
 137,    0,    0,    0,    0,    0,     
 138,    0,    0,    0,    0,    0,     
 139,    0,    0,    0,    0,    0,     
 140,    0,    0,    0,    0,    0,     
 141,    0,    0,    0,    0,    0,     
 142,    0,    0,    0,    0,    0,     
 143,    0,    0,    0,    0,    0,     
 144,    0,    0,    0,    0,    0,     
 145,    0,    0,    0,    0,    0,     
 146,    0,    0,    0,    0,    0,     
 147,    0,    0,    0,    0,    0,     
 148,    0,    0,    0,    0,    0,     
 149,    0,    0,    0,    0,    0,     
 150,    0,    0,    0,    0,    0,     
 151,    0,    0,    0,    0,    0,     
 152,    0,    0,    0,    0,    0,     
 153,    0,    0,    0,    0,    0,     
 154,    0,    0,    0,    0,    0,     
 155,    0,    0,    0,    0,    0,     
 156,    0,    0,    0,    0,    0,     
 157,    0,    0,    0,    0,    0,     
 158,    0,    0,    0,    0,    0,     
 159,    0,    0,    0,    0,    0,     
 160,    0,    0,    0,    0,    0,     
 161,    0,    0,    0,    0,    0,     
 162,    0,    0,    0,    0,    0,     
 163,    0,    0,    0,    0,    0,     
 164,    0,    0,    0,    0,    0,     
 165,    0,    0,    0,    0,    0,     
 166,    0,    0,    0,    0,    0,     
 167,    0,    0,    0,    0,    0,     
 168,    0,    0,    0,    0,    0,     
 169,    0,    0,    0,    0,    0,     
 170,    0,    0,    0,    0,    0,     
 171,    0,    0,    0,    0,    0,     
 172,    0,    0,    0,    0,    0,     
 173,    0,    0,    0,    0,    0,     
 174,    0,    0,    0,    0,    0,     
 175,    0,    0,    0,    0,    0,     
 176,    0,    0,    0,    0,    0,     
 177,    0,    0,    0,    0,    0,     
 178,    0,    0,    0,    0,    0,     
 179,    0,    0,    0,    0,    0,     
 180,    0,    0,    0,    0,    0,     
 181,    0,    0,    0,    0,    0,     
 182,    0,    0,    0,    0,    0,     
 183,    0,    0,    0,    0,    0,     
 184,    0,    0,    0,    0,    0,     
 185,    0,    0,    0,    0,    0,     
 186,    0,    0,    0,    0,    0,     
 187,    0,    0,    0,    0,    0,     
 188,    0,    0,    0,    0,    0,     
 189,    0,    0,    0,    0,    0,     
 190,    0,    0,    0,    0,    0,     
 191,    0,    0,    0,    0,    0,     
 192,    0,    0,    0,    0,    0,     
 193,    0,    0,    0,    0,    0,     
 194,    0,    0,    0,    0,    0,     
 195,    0,    0,    0,    0,    0,     
 196,    0,    0,    0,    0,    0,     
 197,    0,    0,    0,    0,    0,     
 198,    0,    0,    0,    0,    0,     
 199,    0,    0,    0,    0,    0,     
 200,    0,    0,    0,    0,    0,     
 201,    0,    0,    0,    0,    0,     
 202,    0,    0,    0,    0,    0,     
 203,    0,    0,    0,    0,    0,     
 204,    0,    0,    0,    0,    0,     
 205,    0,    0,    0,    0,    0,     
 206,    0,    0,    0,    0,    0,     
 207,    0,    0,    0,    0,    0,     
 208,    0,    0,    0,    0,    0,     
 209,    0,    0,    0,    0,    0,     
 210,    0,    0,    0,    0,    0,     
 211,    0,    0,    0,    0,    0,     
 212,    0,    0,    0,    0,    0,     
 213,    0,    0,    0,    0,    0,     
 214,    0,    0,    0,    0,    0,     
 215,    0,    0,    0,    0,    0,     
 216,    0,    0,    0,    0,    0,     
 217,    0,    0,    0,    0,    0,     
 218,    0,    0,    0,    0,    0,     
 219,    0,    0,    0,    0,    0,     
 220,    0,    0,    0,    0,    0,     
 221,    0,    0,    0,    0,    0,     
 222,    0,    0,    0,    0,    0,     
 223,    0,    0,    0,    0,    0,     
 224,    0,    0,    0,    0,    0,     
 225,    0,    0,    0,    0,    0,     
 226,    0,    0,    0,    0,    0,     
 227,    0,    0,    0,    0,    0,     
 228,    0,    0,    0,    0,    0,     
 229,    0,    0,    0,    0,    0,     
 230,    0,    0,    0,    0,    0,     
 231,    0,    0,    0,    0,    0,     
 232,    0,    0,    0,    0,    0,     
 233,  165,  156,  102,  255,   14, sandstone slab
 234,  107,   75,   37,  255,   11, wooden slab
 235,  106,  101,   87,  255,   26, cobblestone slab
 236,   44,   84,   44,  160,   20, pine leaves
 237,   85,  124,   60,  170,   11, birch leaves
 238,   70,   50,   32,  255,    0, pine wood
 239,  206,  206,  201,  255,    5, birch wood
 240,  244,  137,   54,  255,    0, orange wool
 241,  200,   75,  210,  255,    0, magenta wool
 242,  120,  158,  241,  255,    0, light blue
 243,  204,  200,   28,  255,    0, yellow wool
 244,   59,  210,   47,  255,    0, lime wool
 245,  237,  141,  164,  255,    0, pink wool
 246,   76,   76,   76,  255,    0, grey wool
 247,  168,  172,  172,  255,    0, light grey wool
 248,   39,  116,  149,  255,    0, cyan wool
 249,  133,   53,  195,  255,    0, purple wool
 250,   38,   51,  160,  255,    0, blue wool
 251,   85,   51,   27,  255,    0, brown wool
 252,   55,   77,   24,  255,    0, green wool
 253,  173,   44,   40,  255,    0, red wool
 254,   32,   27,   27,  255,    0, black wool
